Query_ID,Query_Text,Department,Device,Time_of_Day,Hour,Day_of_Week,Department_Code,Device_Code
Q00674_aug_1,"Hello, I need help with my Smartwatch about a problem that just started this morning. Thank you.",Order Management,Smartwatch,2025-04-25 01:51:20,1,4,2,0
Q00676,"Hello team,

I noticed some irregular behavior with my Printer that I believe your team should look into. Please look into this matter urgently.

Thank you.",Returns & Refunds,Printer,2025-04-28 13:24:57,13,0,4,2
Q00676_aug_1,"Hello team, I noticed an irregular behavior with my printer that I think your team should examine. Please consider this issue of urgency. Thank you.",Returns & Refunds,Printer,2025-04-28 13:24:57,13,0,4,2
Q00677,"To whom it may concern,

After the recent update, my Printer isn't working as expected. Kindly resolve this issue as soon as possible.

Thank you.",Order Management,Printer,2025-05-08 11:06:07,11,3,2,2
Q00677_aug_1,"To whom this may concern, After the recent update, my printer does not work as expected. Please fix this problem as soon as possible. Thank you.",Order Management,Printer,2025-05-08 11:06:07,11,3,2,2
Q00678,"Hi there,

There seems to be a malfunction with my Printer that needs urgent attention. 

Thank you.",Returns & Refunds,Printer,2025-05-01 22:28:47,22,3,4,2
Q00678_aug_1,"Hello, there seems to be a malfunction with my printer that needs urgent attention.",Returns & Refunds,Printer,2025-05-01 22:28:47,22,3,4,2
Q00681,"I hope this message finds you well,

There seems to be a malfunction with my Smartphone that needs urgent attention. 

Thank you.",Warranty Claims,Smartphone,2025-04-30 06:39:20,6,2,7,6
Q00681_aug_1,"I hope this message will find you, there seems to be a malfunction with my smartphone that needs urgent attention. Thank you.",Warranty Claims,Smartphone,2025-04-30 06:39:20,6,2,7,6
Q00682,"Good evening,

This is to bring to your attention an ongoing issue with my Gaming Console that hasn't been resolved yet. 

Thank you.",Product Inquiry,Gaming Console,2025-05-15 01:45:00,1,3,3,1
Q00682_aug_1,"Good evening, this is to bring to your attention a permanent problem with my game console that has not yet been solved. Thank you.",Product Inquiry,Gaming Console,2025-05-15 01:45:00,1,3,3,1
Q00683,"Dear support,

There seems to be a malfunction with my Smart TV that needs urgent attention. Please address this issue at your earliest convenience.

Thank you.",Order Management,Smart TV,2025-05-05 00:16:16,0,0,2,3
Q00683_aug_1,"Dear support, There seems to be a malfunction with my Smart TV that requires urgent attention. Please treat this problem as soon as possible. Thank you.",Order Management,Smart TV,2025-05-05 00:16:16,0,0,2,3
Q00685,"Good morning,

I need assistance with my Tablet regarding a problem that just started this morning. Please look into this matter urgently.

Thank you.",Order Management,Tablet,2025-05-12 19:03:03,19,0,2,5
Q00685_aug_1,"Hello, I need help with my tablet about a problem that just started this morning. Please consider this emergency issue. Thank you.",Order Management,Tablet,2025-05-12 19:03:03,19,0,2,5
Q00687,"Hello,

This is to bring to your attention an ongoing issue with my Smartwatch that hasn't been resolved yet. 

Thank you.",Returns & Refunds,Smartwatch,2025-05-09 09:38:01,9,4,4,0
Q00687_aug_1,"Hello, This is to bring to your attention a permanent problem with my Smartwatch that has not yet been solved. Thank you.",Returns & Refunds,Smartwatch,2025-05-09 09:38:01,9,4,4,0
Q00688,"Good morning,

I've been facing persistent problems with my Printer. 

Thank you.",Shipping,Printer,2025-04-27 17:00:40,17,6,5,2
Q00688_aug_1,"Hello, I have been confronted with persistent problems with my printer.",Shipping,Printer,2025-04-27 17:00:40,17,6,5,2
Q00689,"I hope this message finds you well,

This is to bring to your attention an ongoing issue with my Laptop that hasn't been resolved yet. 

Thank you.",Billing,Laptop,2025-05-19 22:26:20,22,0,1,4
Q00689_aug_1,"I hope this message will find you well, This is to bring to your attention a permanent problem with my laptop that has not yet been solved. Thank you.",Billing,Laptop,2025-05-19 22:26:20,22,0,1,4
Q00690,"Dear support,

Could you please assist with an unexpected error I've encountered on my Router? I would appreciate a prompt response.

Thank you.",Warranty Claims,Router,2025-05-07 19:29:53,19,2,7,7
Q00690_aug_1,"Dear support, could you help with an unexpected mistake that I met on my router? I would appreciate a quick answer. Thank you.",Warranty Claims,Router,2025-05-07 19:29:53,19,2,7,7
Q00691,"To whom it may concern,

There seems to be a malfunction with my Tablet that needs urgent attention. 

Thank you.",Account Management,Tablet,2025-05-17 20:33:43,20,5,0,5
Q00691_aug_1,"To whom it may concern, there seems to be a malfunction with my tablet that needs urgent attention. Thank you.",Account Management,Tablet,2025-05-17 20:33:43,20,5,0,5
Q00692,"Good morning,

I noticed some irregular behavior with my Smart TV that I believe your team should look into. 

Thank you.",Account Management,Smart TV,2025-05-09 19:41:23,19,4,0,3
Q00692_aug_1,"Hello, I noticed an irregular behavior with my Smart TV that I think your team should review.",Account Management,Smart TV,2025-05-09 19:41:23,19,4,0,3
Q00695,"Hello,

I need assistance with my Gaming Console regarding a problem that just started this morning. Please look into this matter urgently.

Thank you.",Product Inquiry,Gaming Console,2025-05-15 10:37:26,10,3,3,1
Q00695_aug_1,"Hello, I need help with my game console about a problem that just started this morning. Please consider this issue of urgency. Thank you.",Product Inquiry,Gaming Console,2025-05-15 10:37:26,10,3,3,1
Q00696,"Hi there,

After the recent update, my Smartwatch isn't working as expected. 

Thank you.",Account Management,Smartwatch,2025-04-30 05:16:24,5,2,0,0
Q00696_aug_1,"Hello, After the recent update, my Smartwatch doesn't work as planned. Thank you.",Account Management,Smartwatch,2025-04-30 05:16:24,5,2,0,0
Q00698,"I hope this message finds you well,

This is to bring to your attention an ongoing issue with my Router that hasn't been resolved yet. 

Thank you.",Order Management,Router,2025-05-03 22:11:03,22,5,2,7
Q00698_aug_1,"I hope this message will find you, This is to bring to your attention a continuous problem with my Router that has not yet been solved. Thank you.",Order Management,Router,2025-05-03 22:11:03,22,5,2,7
Q00699,"I hope this message finds you well,

My recent experience with the Smart TV has been quite disappointing due to several bugs. 

Thank you.",Shipping,Smart TV,2025-05-06 20:54:07,20,1,5,3
Q00699_aug_1,"I hope this message finds you well, My recent experience with Smart TV has been quite disappointing due to several bugs. Thank you.",Shipping,Smart TV,2025-05-06 20:54:07,20,1,5,3
Q00700,"To whom it may concern,

I need assistance with my Printer regarding a problem that just started this morning. I would appreciate a prompt response.

Thank you.",Account Management,Printer,2025-05-20 02:38:19,2,1,0,2
Q00700_aug_1,"To whom it may interest me, I need help with my printer about a problem that just started this morning. I would appreciate a quick answer. Thank you.",Account Management,Printer,2025-05-20 02:38:19,2,1,0,2
Q00702,"To whom it may concern,

My Printer has stopped functioning properly and I need help resolving the issue. Looking forward to your swift assistance.

Thank you.",Returns & Refunds,Printer,2025-05-18 18:25:44,18,6,4,2
Q00702_aug_1,"To whom this may concern, My Printer has stopped working properly and I need help to solve the problem.",Returns & Refunds,Printer,2025-05-18 18:25:44,18,6,4,2
Q00703,"Hi there,

After the recent update, my Smart TV isn't working as expected. 

Thank you.",Returns & Refunds,Smart TV,2025-05-22 20:59:30,20,3,4,3
Q00703_aug_1,"Hello, after the recent update, my Smart TV doesn't work as planned. Thank you.",Returns & Refunds,Smart TV,2025-05-22 20:59:30,20,3,4,3
Q00704,"Good evening,

I noticed some irregular behavior with my Laptop that I believe your team should look into. Please look into this matter urgently.

Thank you.",Account Management,Laptop,2025-05-17 06:47:13,6,5,0,4
Q00704_aug_1,"Good evening, I noticed an irregular behavior with my laptop that I think your team should examine. Please, consider this issue of urgency. Thank you.",Account Management,Laptop,2025-05-17 06:47:13,6,5,0,4
Q00705,"Good morning,

I've been facing persistent problems with my Laptop. I would appreciate a prompt response.

Thank you.",Shipping,Laptop,2025-05-16 04:58:24,4,4,5,4
Q00705_aug_1,"Hello, I have been confronted with persistent problems with my laptop. I would appreciate a quick answer. Thank you.",Shipping,Laptop,2025-05-16 04:58:24,4,4,5,4
Q00707,"Good morning,

Could you please assist with an unexpected error I've encountered on my Smartwatch? 

Thank you.",Returns & Refunds,Smartwatch,2025-05-15 01:51:27,1,3,4,0
Q00707_aug_1,"Hello, could you help us with an unexpected mistake I met on my Smartwatch? Thank you.",Returns & Refunds,Smartwatch,2025-05-15 01:51:27,1,3,4,0
Q00708,"Good morning,

There seems to be a malfunction with my Smart TV that needs urgent attention. 

Thank you.",Billing,Smart TV,2025-04-25 18:42:37,18,4,1,3
Q00708_aug_1,"Hello, there seems to be a malfunction with my Smart TV that needs urgent attention.",Billing,Smart TV,2025-04-25 18:42:37,18,4,1,3
Q00709,"Hi there,

My Gaming Console has stopped functioning properly and I need help resolving the issue. 

Thank you.",Shipping,Gaming Console,2025-04-25 11:25:51,11,4,5,1
Q00709_aug_1,"Hello, My Gaming Console stopped working properly and I need help solving the problem. Thank you.",Shipping,Gaming Console,2025-04-25 11:25:51,11,4,5,1
Q00710,"Hello,

There seems to be a malfunction with my Smartwatch that needs urgent attention. 

Thank you.",Shipping,Smartwatch,2025-05-16 04:22:45,4,4,5,0
Q00710_aug_1,"Hello, there seems to be a malfunction with my Smartwatch that needs urgent attention. Thank you.",Shipping,Smartwatch,2025-05-16 04:22:45,4,4,5,0
Q00711,"Hello team,

My recent experience with the Laptop has been quite disappointing due to several bugs. Please look into this matter urgently.

Thank you.",Product Inquiry,Laptop,2025-05-13 06:19:48,6,1,3,4
Q00711_aug_1,"Hello team, My recent experience with the Laptop has been quite disappointing due to several bugs. Please consider this issue of urgency. Thank you.",Product Inquiry,Laptop,2025-05-13 06:19:48,6,1,3,4
Q00712,"Good evening,

I noticed some irregular behavior with my Router that I believe your team should look into. Please look into this matter urgently.

Thank you.",Billing,Router,2025-05-23 12:38:04,12,4,1,7
Q00712_aug_1,"Good evening, I noticed an irregular behavior with my router that I think your team should examine. Please, consider this issue of urgency. Thank you.",Billing,Router,2025-05-23 12:38:04,12,4,1,7
Q00714,"Hi there,

This is to bring to your attention an ongoing issue with my Smartphone that hasn't been resolved yet. 

Thank you.",Shipping,Smartphone,2025-04-24 14:31:29,14,3,5,6
Q00714_aug_1,"Hello, This is to bring to your attention a permanent problem with my smartphone that has not yet been solved. Thank you.",Shipping,Smartphone,2025-04-24 14:31:29,14,3,5,6
Q00715,"Hi there,

I'm writing to report a serious issue with my Smartwatch. 

Thank you.",Billing,Smartwatch,2025-04-27 00:08:34,0,6,1,0
Q00715_aug_1,"Hello, I am writing to report a serious problem with my Smartwatch.",Billing,Smartwatch,2025-04-27 00:08:34,0,6,1,0
Q00716,"Hello team,

Could you please assist with an unexpected error I've encountered on my Smartphone? Looking forward to your swift assistance.

Thank you.",Warranty Claims,Smartphone,2025-05-23 07:47:53,7,4,7,6
Q00716_aug_1,"Hello team, can you help us with an unexpected mistake that I met on my smartphone?",Warranty Claims,Smartphone,2025-05-23 07:47:53,7,4,7,6
Q00717,"I hope this message finds you well,

My recent experience with the Router has been quite disappointing due to several bugs. 

Thank you.",Billing,Router,2025-05-02 15:15:34,15,4,1,7
Q00717_aug_1,"I hope this message finds you well, My recent experience with the Router has been quite disappointing due to several bugs. Thank you.",Billing,Router,2025-05-02 15:15:34,15,4,1,7
Q00718,"Hi there,

I've been facing persistent problems with my Tablet. 

Thank you.",Warranty Claims,Tablet,2025-05-05 10:13:41,10,0,7,5
Q00718_aug_1,"Hello, I've been confronted with persistent problems with my tablet.",Warranty Claims,Tablet,2025-05-05 10:13:41,10,0,7,5
Q00719,"To whom it may concern,

I'm writing to report a serious issue with my Printer. 

Thank you.",Account Management,Printer,2025-04-27 17:39:58,17,6,0,2
Q00719_aug_1,"To whom this may concern, I write to report a serious problem with my Printer.",Account Management,Printer,2025-04-27 17:39:58,17,6,0,2
Q00720,"Hello,

My recent experience with the Smartphone has been quite disappointing due to several bugs. Kindly resolve this issue as soon as possible.

Thank you.",Account Management,Smartphone,2025-05-05 09:56:09,9,0,0,6
Q00720_aug_1,"Hello, My recent experience with the Smartphone has been quite disappointing due to several bugs. Please fix this problem as soon as possible. Thank you.",Account Management,Smartphone,2025-05-05 09:56:09,9,0,0,6
Q00721,"Good evening,

There seems to be a malfunction with my Smartphone that needs urgent attention. 

Thank you.",Product Inquiry,Smartphone,2025-05-21 19:17:08,19,2,3,6
Q00721_aug_1,"Good evening, there seems to be a malfunction with my smartphone that needs urgent attention.",Product Inquiry,Smartphone,2025-05-21 19:17:08,19,2,3,6
Q00722,"I hope this message finds you well,

I need assistance with my Tablet regarding a problem that just started this morning. 

Thank you.",Returns & Refunds,Tablet,2025-05-03 02:50:40,2,5,4,5
Q00722_aug_1,"I hope this message will find you, I need help with my tablet about a problem that just started this morning. Thank you.",Returns & Refunds,Tablet,2025-05-03 02:50:40,2,5,4,5
